title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
She Likes It (feat. Jake Scott),Russell Dickerson;Jake Scott,country,2022,127,32,79,-12,16,54,163,51,13,57
Never Say Never (with Lainey Wilson),Cole Swindell;Lainey Wilson,country,2022,140,94,47,-4,11,45,176,1,6,61
Damn Strait,Scotty McCreery,country,2021,144,64,52,-6,7,48,230,5,3,62
she's all i wanna be,Tate McRae,unknown,2022,160,63,60,-5,14,62,207,1,4,80
Last Night Lonely,Jon Pardi,country,2022,103,81,65,-3,10,85,182,1,3,71
Flower Shops,ERNEST;Morgan Wallen,country,2022,128,46,53,-6,8,23,214,12,3,1
TO THE MOON,JNR CHOI;Sam Tompkins,unknown,2021,144,65,74,-12,11,39,152,5,35,65
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,o lado suave do pop,2022,131,45,72,-7,32,22,157,1,7,78
One Mississippi,Kane Brown,country,2022,100,84,46,-6,20,57,214,0,4,54
Circles Around This Town,Maren Morris,country,2022,150,81,59,-5,12,82,196,2,5,40
Last Night,Morgan Wallen,country,2023,204,67,49,-5,14,49,164,41,3,13
Flowers,Miley Cyrus,unknown,2023,118,69,71,-5,2,63,201,6,6,88
Kill Bill,SZA,r&b,2022,89,73,64,-6,16,43,154,5,4,79
Anti-Hero,Taylor Swift,unknown,2022,97,65,63,-7,16,49,201,12,6,81
Creepin' (with The Weeknd & 21 Savage),Metro Boomin;The Weeknd;21 Savage,unknown,2022,98,61,72,-6,8,16,222,39,5,83
Calm Down (with Selena Gomez),Rema;Selena Gomez,afrobeats,2023,107,81,80,-5,11,80,239,38,4,76
Die For You (with Ariana Grande) - Remix,The Weeknd;Ariana Grande,pop,2023,67,48,57,-8,32,52,233,28,6,76
Fast Car,Luke Combs,country,2023,98,60,71,-6,12,67,265,19,3,84
Snooze,SZA,r&b,2022,143,55,56,-7,11,39,202,14,13,88
I'm Good (Blue),David Guetta;Bebe Rexha,edm,2023,128,96,56,-4,37,30,175,0,3,44
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,o lado suave do pop,2023,131,45,72,-7,32,22,157,1,7,74
You Proof,Morgan Wallen,country,2023,120,82,73,-5,58,68,157,32,3,10
Rich Flex,Drake;21 Savage,rap,2022,160,52,55,-9,38,42,239,5,26,77
Rock and A Hard Place,Bailey Zimmerman,country,2023,122,57,58,-7,10,39,208,58,3,80
Under The Influence,Chris Brown,r&b,2019,117,56,76,-9,18,37,184,2,4,84
Cruel Summer,Taylor Swift,unknown,2019,170,70,55,-6,10,56,178,12,16,90
Thinkin’ Bout Me,Morgan Wallen,country,2023,140,79,66,-6,12,47,177,49,3,11
Boy's a liar Pt. 2,PinkPantheress;Ice Spice,bedroom pop,2023,133,81,70,-8,25,86,131,25,5,77
Favorite Song,Toosii,unknown,2023,116,38,81,-9,10,43,204,27,5,69
Thought You Should Know,Morgan Wallen,country,2023,140,70,54,-6,14,55,216,48,3,7
Thank God,Kane Brown;Katelyn Brown,country,2022,100,46,74,-9,11,44,175,70,4,71
Sure Thing,Miguel,r&b,2010,81,61,68,-8,19,50,195,3,10,88
All My Life (feat. J. Cole),Lil Durk;J. Cole,drill de chicago,2023,143,57,79,-6,14,73,224,4,22,69
Ella Baila Sola,Eslabon Armado;Peso Pluma,corridos tumbados,2023,148,76,67,-5,8,83,166,48,3,78
Karma (feat. Ice Spice),Taylor Swift;Ice Spice,unknown,2023,90,63,62,-7,60,7,201,6,8,61
Just Wanna Rock,Lil Uzi Vert,rap melódico,2023,150,55,48,-8,6,4,124,7,3,75
CUFF IT,Beyoncé,unknown,2022,115,69,78,-6,7,64,225,4,14,76
vampire,Olivia Rodrigo,unknown,2023,137,53,48,-6,26,32,220,15,5,86
fukumean,Gunna,rap melódico,2023,130,62,85,-7,28,22,125,12,9,81
Lavender Haze,Taylor Swift,unknown,2022,97,45,74,-11,13,10,202,23,9,73
Players,Coi Leray,unknown,2023,105,52,95,-6,5,63,139,2,15,64
Need A Favor,Jelly Roll,hip hop country,2023,158,77,50,-4,8,56,197,1,3,75
Dance The Night,Dua Lipa,pop,2023,110,84,67,-5,33,78,177,2,5,71
Love You Anyway,Luke Combs,country,2023,140,49,53,-7,24,32,229,15,3,72
One Thing At A Time,Morgan Wallen,country,2023,142,92,61,-5,28,89,207,0,3,6
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin;Future;Chris Brown,rap,2022,117,58,71,-5,20,53,183,14,20,80
La Bebe - Remix,Yng Lvcas;Peso Pluma,reggaeton,2023,170,48,81,-6,8,56,234,21,33,81
golden hour,JVKE,unknown,2022,94,59,52,-5,25,15,209,65,3,81
Religiously,Bailey Zimmerman,country,2023,141,67,57,-7,11,59,179,43,3,77
Spin Bout U,Drake;21 Savage,rap,2022,130,72,76,-6,16,23,215,1,4,77
Cupid - Twin Ver.,FIFTY FIFTY,k-pop,2023,120,59,78,-8,35,73,174,44,3,1
Search & Rescue,Drake,rap,2023,140,44,83,-9,30,53,272,8,7,75
Barbie World (with Aqua),Nicki Minaj;Ice Spice;Aqua,europop,2023,144,58,76,-8,24,74,110,51,25,51
Next Thing You Know,Jordan Davis,country,2023,79,61,55,-8,10,40,175,68,5,76
Escapism.,RAYE;070 Shake,unknown,2023,96,74,54,-5,9,25,272,14,11,84
un x100to,Grupo Frontera;Bad Bunny,cúmbia norteña,2023,84,72,57,-4,27,54,195,21,5,23
Until I Found You,Stephen Sanchez,unknown,2023,101,51,54,-6,18,23,178,73,3,42
Shirt,SZA,r&b,2022,120,51,85,-8,9,57,182,23,10,70
Paint The Town Red,Doja Cat,unknown,2023,100,56,86,-8,11,73,230,26,19,62
Made You Look,Meghan Trainor,unknown,2022,145,52,83,-4,8,85,134,34,7,75
wait in the truck,HARDY;Lainey Wilson,country,2023,140,47,53,-7,10,23,278,28,3,1
Everything I Love,Morgan Wallen,country,2023,104,84,57,-4,14,71,187,1,3,5
Chemical,Post Malone,unknown,2023,170,91,49,-5,11,39,183,0,5,60
Heart Like A Truck,Lainey Wilson,country,2022,140,63,59,-5,16,39,199,15,3,76
"Going, Going, Gone",Luke Combs,country,2022,160,56,56,-6,10,32,177,54,3,74
Dancin’ In The Country,Tyler Hubbard,country,2023,115,87,66,-5,10,53,180,0,7,72
Daylight,David Kushner,unknown,2023,130,43,51,-9,9,32,213,83,3,0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,unknown,2022,177,30,25,-6,13,17,197,90,3,58
Eyes Closed,Ed Sheeran,o lado suave do pop,2023,107,53,78,-6,10,39,195,30,6,74
TQG,KAROL G;Shakira,reggaeton,2023,90,65,59,-3,11,69,198,62,33,82
Try That In A Small Town,Jason Aldean,country,2023,146,86,46,-4,11,38,182,6,5,67
Tennessee Orange,Megan Moroney,country,2023,156,49,38,-7,12,27,223,13,3,79
Princess Diana (with Nicki Minaj),Ice Spice;Nicki Minaj,unknown,2023,148,69,90,-5,10,77,172,16,17,37
Tomorrow 2 (with Cardi B),GloRilla;Cardi B,unknown,2022,80,81,84,-4,12,71,210,7,36,73
WHERE SHE GOES,Bad Bunny,reggaeton,2023,144,80,65,-4,11,22,232,14,6,77
Bebe Dame,Fuerza Regida;Grupo Frontera,corrido,2022,158,60,53,-5,7,76,272,30,5,73
I Remember Everything (feat. Kacey Musgraves),Zach Bryan;Kacey Musgraves,country,2023,78,45,43,-8,10,16,227,55,5,88
What It Is (Solo Version),Doechii,unknown,2023,172,76,74,-6,10,76,190,6,9,78
Nobody Gets Me,SZA,r&b,2022,100,28,36,-8,18,28,181,80,3,86
Rich Men North of Richmond,Oliver Anthony Music,country,2023,122,26,68,-12,30,53,187,75,6,74
Super Freaky Girl,Nicki Minaj,unknown,2022,133,88,95,-3,32,92,171,5,21,27
Dial Drunk (with Post Malone),Noah Kahan;Post Malone,unknown,2023,112,61,67,-7,11,69,214,12,3,79
"What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,unknown,2023,117,8,37,-18,10,10,222,96,4,0
Seven (feat. Latto) (Explicit Ver.),Jung Kook;Latto,k-pop,2023,125,83,79,-4,8,87,184,31,4,85
Last Christmas,Wham!,natal,1984,108,48,74,-12,36,95,263,19,3,74
Handle On You,Parker McCollum,texas country,2023,105,93,59,-4,29,62,220,0,3,71
Por las Noches,Peso Pluma,corrido,2021,92,60,81,-7,7,39,240,31,3,4
Memory Lane,Old Dominion,country,2023,119,77,65,-5,8,38,172,2,4,68
Area Codes,Kaliii,unknown,2023,155,39,82,-11,9,51,139,2,49,12
Bury Me in Georgia,Kane Brown,country,2022,160,84,38,-6,47,51,241,1,7,60
PRC,Peso Pluma;Natanael Cano,corrido,2023,138,83,78,-6,12,89,184,10,5,68
What My World Spins Around,Jordan Davis,country,2023,125,73,69,-6,15,70,187,11,4,75
Ain’t That Some,Morgan Wallen,country,2023,121,81,64,-6,36,69,158,0,3,9
Wild as Her,Corey Kent,country,2023,148,75,50,-6,11,45,200,0,4,74
Peaches & Eggplants (feat. 21 Savage),Young Nudy;21 Savage,unknown,2023,146,54,91,-8,11,58,204,1,28,64
I Wrote The Book,Morgan Wallen,country,2023,144,83,69,-4,7,83,182,6,4,3
"Shakira: Bzrp Music Sessions, Vol. 53/66",Bizarrap;Shakira,trap argentino,2023,122,74,84,-4,12,53,215,28,4,78
MELTDOWN (feat. Drake),Travis Scott;Drake,rap,2023,112,77,56,-5,40,40,246,1,35,75
Put It On Da Floor Again (feat. Cardi B),Latto;Cardi B,unknown,2023,111,61,85,-7,6,47,186,3,32,61
Bloody Mary,Lady Gaga,art pop,2011,100,64,58,-6,10,46,245,1,3,44
Watermelon Moonshine,Lainey Wilson,country,2022,140,41,74,-7,13,65,209,47,3,74
Lose Control,Teddy Swims,unknown,2023,160,60,56,-4,10,24,211,20,3,89
A Bar Song (Tipsy),Shaboozey,unknown,2024,81,71,72,-5,7,60,171,7,3,82
Beautiful Things,Benson Boone,unknown,2024,105,47,47,-6,14,22,180,15,6,89
I Had Some Help (Feat. Morgan Wallen),Post Malone;Morgan Wallen,country,2024,128,87,64,-5,23,75,178,1,3,84
Lovin On Me,Jack Harlow,unknown,2023,105,56,94,-5,9,61,138,0,6,81
Not Like Us,Kendrick Lamar,hip hop,2024,101,47,90,-7,14,21,274,1,8,88
Espresso,Sabrina Carpenter,pop,2024,104,78,70,-5,20,71,175,13,3,89
MILLION DOLLAR BABY,Tommy Richman,unknown,2024,138,70,85,-6,7,92,155,10,4,84
Too Sweet,Hozier,unknown,2024,117,62,74,-6,4,93,251,3,4,74
Stick Season,Noah Kahan,unknown,2022,118,50,66,-7,10,80,182,80,7,87
greedy,Tate McRae,unknown,2023,111,70,75,-4,22,86,130,28,3,66
Like That,Future;Metro Boomin;Kendrick Lamar,rap,2024,162,68,81,-5,12,31,268,1,23,85
BIRDS OF A FEATHER,Billie Eilish,unknown,2024,105,51,75,-10,12,44,210,20,4,95
Please Please Please,Sabrina Carpenter,pop,2024,107,59,68,-6,10,62,186,26,5,87
Agora Hills,Doja Cat,unknown,2023,123,67,75,-6,12,39,265,23,10,78
"Good Luck, Babe!",Chappell Roan,unknown,2024,117,58,70,-6,9,78,218,5,4,91
Saturn,SZA,r&b,2024,178,62,41,-7,11,34,186,62,4,78
Fortnight (feat. Post Malone),Taylor Swift;Post Malone,unknown,2024,192,39,50,-11,10,28,229,50,3,83
Water,Tyla,afrobeats,2024,117,72,76,-3,14,48,200,9,7,49
Feather,Sabrina Carpenter,pop,2023,124,69,79,-4,10,83,186,7,3,84
we can't be friends (wait for your love),Ariana Grande,pop,2024,116,65,64,-8,7,30,229,6,4,88
Austin (Boots Stop Workin'),Dasha,unknown,2024,115,67,76,-7,11,74,172,46,5,84
Cowgirls (feat. ERNEST),Morgan Wallen;ERNEST,country,2023,172,78,62,-4,16,40,182,22,4,13
Pink Skies,Zach Bryan,country,2024,85,49,52,-7,14,25,195,19,4,86
TEXAS HOLD 'EM,Beyoncé,unknown,2024,110,71,73,-7,16,38,233,58,8,71
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,unknown,2023,100,65,60,-7,13,15,229,5,4,64
Miles On It,Marshmello;Kane Brown,edm,2024,130,76,63,-5,55,78,168,1,5,79
I Can Do It With a Broken Heart,Taylor Swift,unknown,2024,130,75,70,-8,15,22,218,12,5,79
Wild Ones (feat. Jelly Roll),Jessie Murph;Jelly Roll,hip hop country,2024,136,55,66,-6,41,31,141,0,4,72
Ain't No Love In Oklahoma,Luke Combs,country,2024,142,77,49,-6,11,27,211,1,3,60
CARNIVAL,¥$;Kanye West;Ty Dolla $ign,rap,2024,148,81,59,-6,34,31,264,19,16,8
Houdini,Eminem,rap,2024,127,88,94,-3,7,90,227,3,7,72
Wanna Be (with Megan Thee Stallion),GloRilla;Megan Thee Stallion,unknown,2024,135,63,92,-5,15,41,156,2,38,73
Slow It Down,Benson Boone,unknown,2024,181,58,43,-5,9,54,162,17,7,83
redrum,21 Savage,unknown,2024,172,73,62,-9,38,24,271,1,5,80
Houdini,Dua Lipa,pop,2024,117,79,74,-5,9,87,186,0,6,83
Yeah Glo!,GloRilla,unknown,2024,148,66,89,-5,14,18,143,2,33,73
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake;Sexyy Red;SZA,rap,2023,146,73,64,-4,38,14,319,5,6,80
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,unknown,2023,79,8,39,-18,10,11,222,95,3,86
End of Beginning,Djo,unknown,2022,160,45,69,-8,7,91,159,4,6,98
LUNCH,Billie Eilish,unknown,2024,125,40,89,-8,6,94,180,5,6,83
Never Lose Me,Flo Milli,unknown,2024,122,57,78,-8,10,7,126,5,10,75
Lies Lies Lies,Morgan Wallen,country,2024,81,70,49,-6,9,38,198,24,3,71
Type Shit,Future;Metro Boomin;Travis Scott;Playboi Carti,rap,2024,145,55,64,-6,12,11,228,2,13,82
Gata Only,FloyyMenor;Cris MJ,reggaeton chileno,2024,100,50,79,-8,9,66,222,44,5,81
HOT TO GO!,Chappell Roan,unknown,2023,140,76,74,-5,30,96,185,2,4,78
Get It Sexyy,Sexyy Red,unknown,2024,145,64,81,-6,13,53,149,10,27,73
Made For Me,Muni Long,unknown,2024,120,48,78,-7,15,6,186,12,3,71
Whatever She Wants,Bryson Tiller,trap soul,2024,96,51,80,-7,9,44,161,13,7,78
Pretty Little Poison,Warren Zeiders,country,2023,112,57,49,-4,15,22,218,2,3,76
First Person Shooter (feat. J. Cole),Drake;J. Cole,rap,2023,164,66,48,-7,38,24,247,3,33,74
Die With A Smile,Lady Gaga;Bruno Mars,art pop,2024,158,59,52,-8,12,54,252,31,3,92
i like the way you kiss me,Artemas,unknown,2024,152,95,60,-4,8,75,143,0,4,78
Save Me - with Lainey Wilson,Jelly Roll;Lainey Wilson,hip hop country,2023,83,61,56,-5,11,15,237,38,2,71
euphoria,Kendrick Lamar,hip hop,2024,140,64,83,-5,8,14,384,5,11,76
TRUCK BED,HARDY,country,2023,132,77,66,-5,35,77,168,9,4,77
Where the Wild Things Are,Luke Combs,country,2023,117,73,71,-5,13,38,240,2,3,83
Everybody (feat. Lil Uzi Vert),Nicki Minaj;Lil Uzi Vert,rap melódico,2023,138,77,74,-6,24,43,181,3,26,64
La Diabla,Xavi,corridos tumbados,2023,132,82,75,-4,24,70,172,26,4,75
Stargazing,Myles Smith,unknown,2024,124,60,64,-6,11,34,173,25,3,46
I Am Not Okay,Jelly Roll,hip hop country,2024,77,65,54,-5,15,36,198,8,3,76
Pour Me A Drink (Feat. Blake Shelton),Post Malone;Blake Shelton,country,2024,119,91,58,-4,31,87,195,0,3,73
White Horse,Chris Stapleton,country,2023,145,77,35,-11,11,22,268,0,5,80
Lil Boo Thang,Paul Russell,unknown,2024,114,66,85,-4,15,90,114,14,8,26
Good Good,USHER;Summer Walker;21 Savage,r&b,2024,141,68,74,-5,11,57,247,4,11,58
act ii: date @ 8 (feat. Drake) - remix,4batz;Drake,rap,2024,102,55,55,-9,6,41,231,32,16,72
High Road (feat. Jessie Murph),Koe Wetzel;Jessie Murph,red dirt,2024,138,73,62,-6,9,53,179,5,3,79
MONACO,Bad Bunny,reggaeton,2023,139,62,79,-5,58,13,267,15,7,88
IDGAF (feat. Yeat),Drake;Yeat,rap,2023,137,67,67,-9,19,14,260,5,22,76
Burn It Down,Parker McCollum,texas country,2023,162,72,46,-6,10,33,234,14,7,68
Taste,Sabrina Carpenter,pop,2024,113,91,67,-4,30,72,157,10,6,88
Where It Ends,Bailey Zimmerman,country,2023,170,84,43,-5,9,65,179,26,4,74
FTCU,Nicki Minaj,unknown,2023,145,44,93,-7,12,23,172,2,20,68
WILDFLOWER,Billie Eilish,unknown,2024,148,25,47,-12,17,13,261,61,4,93
World on Fire,Nate Smith,country,2023,96,89,46,-5,10,41,190,0,4,76
On My Mama,Victoria Monét,r&b alternativo,2023,77,55,68,-8,17,61,184,56,5,66
"yes, and?",Ariana Grande,pop,2024,119,78,79,-7,11,79,215,19,5,73
exes,Tate McRae,unknown,2023,137,57,82,-7,11,61,159,17,6,83
Wind Up Missin’ You,Tucker Wetmore,country,2024,172,72,57,-6,11,66,167,51,4,81
Bulletproof,Nate Smith,country,2024,80,73,44,-5,11,52,184,4,4,33
FE!N (feat. Playboi Carti),Travis Scott;Playboi Carti,rap,2023,148,88,57,-3,14,20,192,3,6,86
The Painter,Cody Johnson,texas country,2023,98,71,51,-6,11,26,211,4,3,78
Down Bad,Taylor Swift,unknown,2024,160,37,54,-10,9,17,261,56,7,73
luther (with sza),Kendrick Lamar;SZA,hip hop,2024,138,57,71,-8,25,58,178,25,12,84
Beautiful Things,Benson Boone,unknown,2024,105,47,47,-6,14,22,180,15,7,48
Ordinary,Alex Warren,unknown,2025,168,69,37,-6,6,39,187,70,6,66
APT.,ROSÉ;Bruno Mars,k-pop,2024,149,78,78,-4,36,94,170,3,26,88
Pink Pony Club,Chappell Roan,unknown,2023,107,65,61,-6,11,51,258,40,5,84
Love Somebody,Morgan Wallen,country,2025,122,85,62,-5,14,72,205,1,3,81
I'm The Problem,Morgan Wallen,country,2025,92,75,55,-5,10,45,178,66,4,85
That’s So True,Gracie Abrams,unknown,2024,109,81,55,-4,16,37,166,21,4,91
tv off (feat. lefty gunplay),Kendrick Lamar;Lefty Gunplay,hip hop,2024,100,53,86,-7,42,55,221,8,26,86
Timeless (feat Playboi Carti),The Weeknd;Playboi Carti,rage rap,2025,120,78,77,-5,14,60,256,7,5,91
Just In Case,Morgan Wallen,country,2025,146,50,65,-7,14,39,166,65,3,79
squabble up,Kendrick Lamar,hip hop,2024,104,67,87,-6,8,71,158,2,20,80
30 For 30 (with Kendrick Lamar),SZA;Kendrick Lamar,r&b,2025,140,42,71,-10,13,52,278,76,7,56
MUTT,Leon Thomas,unknown,2024,180,46,57,-8,7,60,193,22,13,82
Good News,Shaboozey,unknown,2025,81,48,60,-9,11,38,199,49,3,52
NOKIA,Drake,rap,2025,106,73,54,-4,17,51,241,25,15,85
Golden,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,k-pop,2025,123,69,65,-4,18,10,195,10,6,95
What I Want (feat. Tate McRae),Morgan Wallen;Tate McRae,country,2025,116,70,66,-4,15,50,185,64,3,85
Messy,Lola Young,unknown,2024,111,56,80,-6,12,65,284,11,4,84
Love Me Not,Ravyn Lenae,r&b alternativo,2024,114,73,78,-6,13,81,213,30,3,91
No One Noticed,The Marías,bedroom pop,2024,98,34,70,-11,12,46,237,55,3,90
All The Way (feat. Bailey Zimmerman),BigXthaPlug;Bailey Zimmerman,southern hip hop,2025,135,59,77,-6,15,42,165,28,4,50
Worst Way,Riley Green,country,2024,198,49,37,-8,13,35,221,9,3,47
Sailor Song,Gigi Perez,unknown,2025,95,39,50,-10,19,27,212,63,3,89
Sorry I'm Here For Someone Else,Benson Boone,unknown,2025,150,76,53,-5,16,52,157,4,3,83
Manchild,Sabrina Carpenter,pop,2025,123,69,73,-5,32,84,214,10,6,91
Anxiety,Doechii,unknown,2025,129,60,81,-7,10,88,249,32,4,77
I Got Better,Morgan Wallen,country,2025,85,80,60,-5,16,54,205,58,3,88
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator;GloRilla;Sexyy Red;Lil Wayne",rap,2024,80,81,50,-4,44,66,256,28,46,81
undressed,sombr,unknown,2025,116,89,64,-4,8,89,182,14,4,89
I Never Lie,Zach Top,country,2024,108,64,78,-6,11,52,225,33,3,81
back to friends,sombr,unknown,2025,93,72,44,-2,9,24,199,0,3,93
Bed Chem,Sabrina Carpenter,pop,2024,95,73,74,-6,10,68,172,7,4,85
Sports car,Tate McRae,unknown,2025,107,82,86,-4,10,89,165,5,3,63
Mystical Magical,Benson Boone,unknown,2025,120,70,67,-4,39,85,166,19,12,85
WHATCHU KNO ABOUT ME (feat. Sexyy Red),GloRilla;Sexyy Red,unknown,2024,167,68,83,-5,23,68,149,0,36,76
Indigo (feat. Avery Anna),Sam Barber;Avery Anna,country,2024,83,33,50,-10,10,10,287,46,3,83
DtMF,Bad Bunny,reggaeton,2025,136,13,62,-27,8,3,237,18,7,99
Blue Strips,Jessie Murph,unknown,2025,134,65,65,-4,10,24,147,29,4,75
peekaboo (feat. azchike),Kendrick Lamar;AZ Chike,hip hop,2024,100,30,89,-9,17,31,156,0,18,77
Your Idol,Saja Boys;Andrew Choi;Neckwav;Danny Chung;KEVIN WOO;samUIL Lee;KPop Demon Hunters Cast,k-pop,2025,90,84,68,-4,21,36,192,13,8,86
High Road (feat. Jessie Murph),Koe Wetzel;Jessie Murph,red dirt,2024,138,74,61,-5,11,62,179,8,3,33
Abracadabra,Lady Gaga,art pop,2025,126,88,68,-3,26,62,223,1,7,61
Who,Jimin,k-pop,2024,116,76,66,-4,19,84,171,0,3,86
Burning Blue,Mariah the Scientist,r&b alternativo,2025,120,56,38,-5,13,19,206,12,4,57
DAISIES,Justin Bieber,unknown,2025,110,38,80,-9,11,48,176,72,5,91
Soda Pop,Saja Boys;Andrew Choi;Neckwav;Danny Chung;KEVIN WOO;samUIL Lee;KPop Demon Hunters Cast,k-pop,2025,126,85,84,-4,6,76,151,8,5,87
Like Him (feat. Lola Young),"Tyler, The Creator;Lola Young",unknown,2024,96,56,39,-7,13,19,278,29,4,85
Residuals,Chris Brown,r&b,2024,115,64,58,-8,11,17,215,34,8,71
Smile,Morgan Wallen,country,2025,127,22,53,-11,8,38,224,94,3,72
Am I Okay?,Megan Moroney,country,2024,126,73,59,-5,14,52,235,2,5,76
How It’s Done,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,k-pop,2025,160,86,60,-3,32,61,176,1,10,87
Happen To Me,Russell Dickerson,country,2025,118,79,59,-4,18,46,184,9,4,79
BAILE INoLVIDABLE,Bad Bunny,reggaeton,2025,119,0,17,-46,11,22,368,19,6,97
weren't for the wind,Ella Langley,country,2024,152,80,47,-5,16,45,194,16,5,88
I Ain't Comin' Back (feat. Post Malone),Morgan Wallen;Post Malone,country,2025,200,73,37,-5,30,74,175,57,4,74
Cry For Me,The Weeknd,unknown,2025,120,64,65,-6,67,42,224,9,3,82
Bad Dreams,Teddy Swims,unknown,2025,125,68,71,-6,9,62,185,27,9,85
DENIAL IS A RIVER,Doechii,unknown,2024,93,64,82,-3,8,62,160,9,33,79
BMF,SZA,r&b,2025,128,55,79,-9,9,97,181,51,3,56
EoO,Bad Bunny,reggaeton,2025,64,46,36,-30,8,18,205,75,7,95
I'm Gonna Love You,Cody Johnson;Carrie Underwood,texas country,2024,134,49,55,-6,11,31,188,36,3,72
Backup Plan (feat. Luke Combs),Bailey Zimmerman;Luke Combs,country,2025,158,87,57,-5,11,67,182,24,4,80
Revolving door,Tate McRae,unknown,2025,148,74,44,-6,10,18,180,37,29,63
What It Sounds Like,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,k-pop,2025,121,70,51,-4,30,35,250,5,6,87
Hard Fought Hallelujah (with Jelly Roll),Brandon Lake;Jelly Roll,adoração,2025,144,52,48,-6,10,28,316,34,3,36
SOMEBODY LOVES ME,PARTYNEXTDOOR;Drake,dark r&b,2025,77,51,36,-6,70,22,183,51,9,80
Liar,Jelly Roll,hip hop country,2024,114,77,64,-5,9,61,205,4,3,78
Tu Boda,Oscar Maydon;Fuerza Regida,corrido,2025,113,65,69,-7,8,47,226,50,8,79
After All The Bars Are Closed,Thomas Rhett,country,2024,105,60,70,-6,11,48,192,51,3,74
NUEVAYoL,Bad Bunny,reggaeton,2025,138,20,14,-20,20,12,184,26,14,96
20 Cigarettes,Morgan Wallen,country,2025,98,57,63,-6,14,40,161,72,2,82
RATHER LIE (with The Weeknd),Playboi Carti;The Weeknd,rage rap,2025,133,66,72,-4,21,28,210,6,3,80
Free,Rumi;Jinu;KPop Demon Hunters Cast;EJAE;Andrew Choi,k-pop,2025,140,56,65,-6,10,44,188,22,7,84
Takedown,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,k-pop,2025,140,85,73,-4,20,71,182,4,10,85
Heart Of A Woman,Summer Walker,r&b,2025,130,50,70,-6,17,52,171,54,10,68
House Again,Hudson Westbrook,country,2025,127,31,44,-7,16,49,204,58,3,79
Dark Thoughts,Lil Tecca,rap melódico,2025,102,79,80,-4,17,71,137,5,13,79
No Pole,Don Toliver,unknown,2023,85,63,33,-5,57,38,188,7,5,90
Folded,Kehlani,unknown,2025,136,63,63,-5,14,49,238,7,5,47
Superman,Morgan Wallen,country,2025,152,73,58,-5,35,57,188,58,3,73
Loco,Neton Vega,corrido,2025,92,71,85,-6,14,64,187,7,7,77
